proof_system,alg,parties,net,size,trial,time
groth16,gsz,3,lan,32,1,0.08627866666666667
groth16,spdz,2,lan,16,1,0.048168
groth16,gsz,3,lan,32,0,0.08775
groth16,spdz,2,lan,16,0,0.0483315
groth16,spdz,3,lan,16,2,0.05463966666666666
groth16,spdz,3,lan,16,0,0.052880333333333335
groth16,spdz,3,lan,16,1,0.053352666666666666
marlin,local,1,cohost,8,2,0.042733
marlin,local,1,cohost,8,1,0.042656
marlin,local,1,cohost,8,0,0.042879
marlin,gsz,3,lan,8,2,0.078771
marlin,gsz,3,lan,8,1,0.07939533333333333
marlin,gsz,3,lan,8,0,0.07858466666666666
plonk,gsz,3,lan,4,2,0.15343099999999998
plonk,gsz,3,lan,4,0,0.13815933333333333
plonk,gsz,3,lan,4,1,0.13143566666666665
marlin,spdz,3,lan,4,2,0.07636733333333334
plonk,local,1,cohost,4,2,0.044255
plonk,local,1,cohost,4,0,0.044633000000000006
plonk,local,1,cohost,4,1,0.04409300000000001
marlin,spdz,2,lan,4,2,0.06920299999999999
marlin,spdz,2,lan,4,1,0.06901750000000001
marlin,spdz,2,lan,4,0,0.070135
plonk,spdz,2,lan,2,2,0.103906
marlin,spdz,3,lan,4,1,0.07598200000000001
marlin,spdz,3,lan,4,0,0.07610299999999999
plonk,spdz,2,lan,2,1,0.10300499999999999
plonk,spdz,3,lan,2,2,0.118497
plonk,spdz,2,lan,2,0,0.105566
plonk,spdz,3,lan,2,1,0.11238233333333335
plonk,spdz,3,lan,2,0,0.11793233333333335
groth16,local,1,cohost,16,1,0.017207
groth16,local,1,cohost,16,0,0.017172999999999997
groth16,local,1,cohost,16,2,0.0174
groth16,gsz,3,lan,16,2,0.067344
groth16,gsz,3,lan,16,1,0.067173
groth16,gsz,3,lan,16,0,0.06562400000000002
groth16,spdz,2,lan,8,2,0.038323
groth16,spdz,2,lan,8,1,0.0385375
groth16,spdz,3,lan,8,2,0.043958666666666674
groth16,spdz,3,lan,8,1,0.043607
groth16,spdz,2,lan,8,0,0.0399305
groth16,spdz,3,lan,8,0,0.045018333333333334
marlin,local,1,cohost,4,2,0.029591000000000003
marlin,local,1,cohost,4,1,0.029705
marlin,local,1,cohost,4,0,0.029748
marlin,gsz,3,lan,4,2,0.06521066666666668
marlin,gsz,3,lan,4,1,0.06525000000000002
marlin,gsz,3,lan,4,0,0.064953
plonk,gsz,3,lan,2,1,0.11803333333333334
plonk,gsz,3,lan,2,0,0.11186533333333333
plonk,gsz,3,lan,2,2,0.11724133333333332
plonk,local,1,cohost,2,2,0.031093
plonk,local,1,cohost,2,1,0.031059000000000003
plonk,local,1,cohost,2,0,0.030993
marlin,spdz,3,lan,2,2,0.06642366666666667
groth16,local,1,cohost,8,2,0.012468
groth16,local,1,cohost,8,1,0.012563000000000001
groth16,local,1,cohost,8,0,0.012551
marlin,spdz,2,lan,2,2,0.058368
marlin,spdz,2,lan,2,1,0.058563500000000004
marlin,spdz,2,lan,2,0,0.0587325
marlin,spdz,3,lan,2,1,0.06489866666666667
marlin,spdz,3,lan,2,0,0.06827833333333333
groth16,gsz,3,lan,8,1,0.06118933333333334
groth16,gsz,3,lan,8,2,0.06088966666666667
groth16,gsz,3,lan,8,0,0.06172133333333333
marlin,local,1,cohost,2,2,0.022806999999999997
groth16,spdz,2,lan,4,2,0.032985
marlin,local,1,cohost,2,0,0.023041000000000002
marlin,local,1,cohost,2,1,0.02278
groth16,spdz,2,lan,4,0,0.033433000000000004
groth16,spdz,2,lan,4,1,0.032529
groth16,spdz,3,lan,4,2,0.03832733333333333
groth16,spdz,3,lan,4,1,0.038197666666666664
groth16,spdz,3,lan,4,0,0.03837433333333334
groth16,local,1,cohost,4,0,0.009800000000000001
groth16,local,1,cohost,4,1,0.009851
groth16,local,1,cohost,4,2,0.009840999999999999
marlin,gsz,3,lan,2,2,0.05936033333333333
marlin,gsz,3,lan,2,1,0.05864233333333333
marlin,gsz,3,lan,2,0,0.058831999999999995
groth16,gsz,3,lan,4,2,0.058331
groth16,gsz,3,lan,4,1,0.057113000000000004
groth16,gsz,3,lan,4,0,0.05739666666666667
groth16,spdz,3,lan,2,1,0.034645666666666665
groth16,spdz,3,lan,2,2,0.03549066666666666
groth16,local,1,cohost,2,2,0.007728
groth16,local,1,cohost,2,1,0.007687
groth16,spdz,3,lan,2,0,0.035091000000000004
groth16,spdz,2,lan,2,2,0.029926499999999998
groth16,local,1,cohost,2,0,0.007712
groth16,spdz,2,lan,2,0,0.028913
groth16,spdz,2,lan,2,1,0.028904
groth16,gsz,3,lan,2,2,0.05458166666666667
groth16,gsz,3,lan,2,1,0.05442233333333333
groth16,gsz,3,lan,2,0,0.05488766666666667
